knljdkfl-1	UNASSIGNED
ajcbbbbb-1	cmaebokp-1
ajbpnfdj-1	cmacconl-1
ajcedgoc-1	climknkm-1
ajanaopo-1	clidmeil-1
ajbolgao-1	climnfma-1
ajbooeib-1	odinifdf-1
ajcblcik-1	abfnmjkd-1
ajbaaegf-1	clilnjad-1
ckcnnpfb-1	ckokjljm-1
ckcaaman-1	abfonhml-1
ckcnclpl-1	ckokbjpa-1
cjobpblb-1	abfpgkok-1
cjneoicc-1	abgabfnb-1
cjneblap-1	abgafccf-1
cjochikg-1	abgangkn-1
ckcbmfdi-1	abgaokec-1
ckccghbf-1	abgapdai-1
ckcajibj-1	abgbdibc-1
cjnpmjhh-1	abgcflgo-1
cimjndmb-1	clgkljaa-1
cjpjkgnn-1	clgnhdob-1
cjoenjoa-1	abgcllac-1
cjpglakc-1	abgdmjmh-1
ckacoidf-1	abgdffed-1
cjpgkjhe-1	clgkohpj-1
cimjchik-1	clccaibc-1
ciolnnha-1	abgeiifi-1
ciemclod-1	abgfdokk-1
cipcgfnf-1	abgfenal-1
cipaekmo-1	abgfihba-1
cipcabpp-1	abgfkioe-1
cjaklphk-1	clhjkplk-1
cimpldoh-1	clhgkepb-1
cioofpbe-1	clhlcogg-1
cjabhoch-1	abghpkgm-1
cjacbfkp-1	abghdekp-1
cjbhmlan-1	abgichhb-1
choeoele-1	abgjjnfg-1
chodmojh-1	enpdliio-1
choejhja-1	enpaiocd-1
cicehcao-1	eoefmjei-1
cicedkci-1	eofommdd-1
choeggci-1	abiedafj-1
choeiinj-1	eofmofgo-1
defndpbf-1	enplnmjn-1
choecdfk-1	enpigjbj-1
degombep-1	enphcngm-1
chofcklo-1	enpdkikk-1
chobjphk-1	abhckoja-1
chofckag-1	enpekepc-1
choaholn-1	eohcklnb-1
choadppa-1	fafpgfdk-1
chnjilgc-1	abgphcpg-1
chnjjndb-1	eoiamaaa-1
chocagjm-1	abhcaenc-1
chobcekd-1	abhbkfbh-1
chodaomj-1	enpdclnd-1
chobdanh-1	eoiafihi-1
chnlgkpn-1	eocgmonn-1
cidefmij-1	eoceilig-1
ciddjnpm-1	eocfnidd-1
chnlbnji-1	abhdbhga-1
chnmclch-1	eoiojidd-1
chnkboom-1	eocmiiib-1
chnjlced-1	eoiodfel-1
chnmfobf-1	abheghkb-1
chochaii-1	eoialbdh-1
cicbkmob-1	eohoehik-1
choccpfn-1	eoiaejfa-1
choakjhc-1	eoiaiijg-1
choaheib-1	eoiaiboh-1
cjccphnk-1	eodkeddj-1
cjceeeof-1	enichllg-1
cjccjalb-1	eofihnpi-1
degbmjdg-1	eofkecbi-1
degpehfo-1	eofnecfe-1
degbpkac-1	eoflhgep-1
degabnla-1	eoeameme-1
degcnabg-1	eodamcom-1
defpjpkb-1	eodajjep-1
degcdgij-1	eoeaimcc-1
degcembj-1	eodccnkk-1
cjccmdnn-1	eodikadk-1
cjccggld-1	emehfdfe-1
cjcdlple-1	enjnjhhb-1
cjcdmfhl-1	eniobhoi-1
cjccekng-1	ennlegja-1
cjbmfbdk-1	enmamlee-1
cjboaobh-1	enlojohe-1
akbpcpil-1	enjkoabe-1
cjbnkfkj-1	enkpmjfj-1
cjccilpf-1	enkjjink-1
cidipjln-1	emelhceo-1
ckjikaon-1	eogmdchd-1
ckjiekbj-1	eogldnod-1
cidigcmf-1	eognmmhe-1
cicgoclc-1	enmbkcnh-1
cicihfhc-1	ennflbph-1
cichnkpd-1	faapghad-1
cicgncje-1	enmkield-1
cicgpmfo-1	enmcnlkf-1
cidiocmh-1	eobjfdpg-1
cidhkmfh-1	eognjnap-1
ckjjdcib-1	eoafcpmp-1
cidhpome-1	eogkifoc-1
cidhcigi-1	eoaghngh-1
cidhgkcd-1	eoafclbn-1
cidheakc-1	eockacje-1
cjblnjkh-1	eoenggkn-1
cjcamcll-1	enoibdgj-1
cjboocio-1	emdocbfo-1
cjbjnhjf-1	eoemifci-1
cicgldao-1	eoenmcka-1
cjbpofof-1	ennmjhid-1
cjboiblm-1	abiegpci-1
cicdbkan-1	enokbjoa-1
defmnhgm-1	enpgcmjb-1
defnghne-1	enplknkf-1
defnkddg-1	enpejggl-1
deganjkf-1	eofpecea-1
degbcepj-1	eogabcpj-1
degaebci-1	eoflcmkk-1
degpickg-1	eofpmklo-1
degaidhm-1	eofpnphb-1
choedbgk-1	oeekaigl-1
defnaipm-1	enplabej-1
degcninm-1	enpjpcja-1
degbppbf-1	eofkeahl-1
degedicg-1	eoebmamj-1
akdikppe-1	eofgoilj-1
akhjgjjb-1	enbjnbdn-1
akhjegld-1	oeedkgfi-1
akcmemfm-1	enclhfbh-1
akbmnoml-1	eninbbff-1
akjiciln-1	enbkkgpf-1
akbleali-1	eofgbfeb-1
akbmidld-1	eofgfgge-1
akiejcgo-1	enahafgp-1
akifbjij-1	enagdgke-1
cjehjdbi-1	enjifenl-1
cjehhdkn-1	emedbbgp-1
aioekibj-1	oeeejjob-1
akbonbjd-1	enjkjkaa-1
akhikmej-1	eneojpab-1
akboajal-1	eneihnif-1
akbnangd-1	enekdpif-1
akcnepje-1	enfcbkba-1
akboapea-1	enjcjamg-1
akcmhfmm-1	oeeepbke-1
akieebpb-1	enccmlib-1
akhkfllb-1	enabkico-1
akhjbklp-1	enbcinac-1
akhhchia-1	oeedkifj-1
akhjabge-1	enapcadh-1
akecgonb-1	abjfjkkh-1
akfbghbc-1	abjgdkjf-1
akejggge-1	empfcdmb-1
akfamodg-1	oeedpapj-1
akfbbbei-1	encaghjn-1
akieiafk-1	enbpahbg-1
akjgbkga-1	enbofpen-1
akjkegfl-1	enbogegk-1
akiddbci-1	abjjnanc-1
akeaabjc-1	enbohkbk-1
akefopaf-1	empmohpi-1
akhfoigk-1	abjlkgip-1
akglfpkn-1	empjfajk-1
akhfgekm-1	abjmbhdb-1
akeiibjk-1	empmmodf-1
akeignki-1	emplmgik-1
akgiflbm-1	enhefnkp-1
akgjabol-1	abjmkkjp-1
akglldbo-1	abjmobhg-1
akgmkidn-1	enheiaoe-1
akgobagm-1	enhcbblb-1
akhabfak-1	enhamagj-1
akhfhjhp-1	enhboihh-1
akglgikj-1	abjpfafd-1
akhakkjd-1	elgaejmh-1
akglplic-1	abkaagdg-1
akekonkm-1	abkanpen-1
akhjkmjn-1	emppdbbf-1
akeickdh-1	empijlkp-1
ajmnigam-1	endfmpnl-1
ajmohimn-1	endckahk-1
ajmljaih-1	engpfnic-1
ajmnmcpo-1	emgkmema-1
ajmlcfdf-1	engllojl-1
akgegmoe-1	elkognag-1
ajmeohik-1	engncien-1
akclomei-1	endjnicg-1
aipiihlk-1	abkcofic-1
aipkiifb-1	abkcdikl-1
cjdaplpo-1	abkcffek-1
aipldhdl-1	abkcgolp-1
cjcmonoe-1	elbgjhhm-1
cjcmienk-1	endaknmb-1
ajmnmfjh-1	endclcmk-1
ajmnjkpj-1	englenee-1
ajmnmdba-1	elkmljij-1
akcogkbp-1	elocjipn-1
aiokgfff-1	elnfkklk-1
aiojdoae-1	enebhoji-1
aiogabof-1	eneehccm-1
cjdljdcp-1	elnahcoo-1
cjdgjifd-1	elmpjfhe-1
cjdhcjap-1	elmponhn-1
aiofnpjl-1	oeeelaai-1
cjdhphfl-1	abkhjbfb-1
cjdhoddb-1	elmfacfg-1
aiogagmf-1	enjjgale-1
akcjldap-1	elnefigd-1
cjdkcpmb-1	ellkbpjp-1
aiognnoc-1	endaonoh-1
aiogemaj-1	enehdpdp-1
cicdfjce-1	enladbfo-1
cicddejm-1	enkjpche-1
cicebgal-1	enkleabj-1
cibnepbn-1	elmklhka-1
chpbgkki-1	enlcokno-1
cicjddnc-1	eobhpnnd-1
cibmakec-1	abkkpoji-1
chpfpodf-1	elpgibkc-1
chphhlec-1	abklcmec-1
chpbiibn-1	emacmokd-1
chpflkme-1	emagdmic-1
cicjjmdg-1	eobihflm-1
cibjpnef-1	abkmkbfd-1
cjdnbakb-1	abkmmpin-1
cibmheoh-1	abkmodpg-1
cmbhdokc-1	elpigfcn-1
cibdpkna-1	emnaomai-1
cmbgbkal-1	elfcmaop-1
cibedjnk-1	abknoick-1
cibfddjf-1	emnaihnh-1
chpcojji-1	eldbjnco-1
cibgmceh-1	eldcffjn-1
chpcmfmm-1	eldcijcj-1
chpdblkd-1	abkpeope-1
cjehjkmn-1	enjgccmi-1
cjehoglf-1	enjgplpk-1
cjchbdmi-1	elmbfcfa-1
ckbgflgb-1	emondjfo-1
ckahoggo-1	ablgnfib-1
cjcmfkod-1	emklihoc-1
cjcfopeg-1	elmbkdhl-1
ckbgfede-1	emopngkl-1
ckbgcpbf-1	emopgafp-1
cjcnillj-1	empdooop-1
cjdochog-1	enjkkkgi-1
cjdpkonp-1	abldopdg-1
cjdofcec-1	enlofdai-1
cjbobimb-1	enlkkbee-1
cjdpphif-1	enlniami-1
cjcjoajm-1	ablfocde-1
cjcijlci-1	emohnpgc-1
ciafhdik-1	ablgochl-1
ciagibbg-1	emokopec-1
ckajeglm-1	emoljeki-1
cjdadbll-1	emkiejcn-1
ckaonadd-1	ablhimbi-1
ckddiggg-1	clacnlch-1
ckcmkgan-1	ckokljkl-1
cifhhckg-1	ablhnfad-1
cifedlbi-1	emnlldnm-1
cifjlfeo-1	abliamkg-1
ciaiopil-1	ablidndo-1
ckbccifi-1	emlcllom-1
ckapjebc-1	emlgbcgd-1
ckbaikmh-1	emlinaja-1
ckcmmdhl-1	ckohfioj-1
ckdakbml-1	abljjbdd-1
ckdbdoel-1	ckohjpkc-1
chpiaflp-1	emmeinpk-1
ciagdjpe-1	emogkcnc-1
ciaboion-1	emofbbie-1
cigbabdo-1	ablkbgni-1
ciecfgih-1	ckpkcono-1
cifohpii-1	ckpkcpfi-1
ciegfgdn-1	emmgppnp-1
ciejmfoc-1	claedaai-1
ciegfjma-1	ablkonjg-1
ciadccco-1	abllfjah-1
chpolgmh-1	emmjmfii-1
chplnpkp-1	emlnlfnh-1
chppblgn-1	emmkldpo-1
akagpdgn-1	eljggbof-1
akanmolc-1	emgbfifn-1
akfjljak-1	eljggooj-1
akahepln-1	eljflolm-1
akahildg-1	elkcjpfd-1
akagchon-1	ablocdio-1
akagccjp-1	elkilglk-1
akafgnoa-1	elkkdkch-1
akaehiab-1	elklfbie-1
akaepjhn-1	emjbddda-1
akaiflkf-1	elkalcof-1
akaeiphl-1	elkljlkc-1
akahildc-1	elkjkdpp-1
akahfgni-1	elkbndfh-1
akaggalf-1	eliijojp-1
akafodhp-1	elkikoma-1
ajmkmaka-1	emgkgaim-1
ajmlccbd-1	emgpejnj-1
ajpbbhdf-1	emhbhmfp-1
ajmmpjoo-1	emgpgnfk-1
ajmkfpeg-1	abmcjdan-1
ajmmepfi-1	emgnchlo-1
ajmljbjm-1	emgibbfl-1
akanlmbn-1	emhgdbhn-1
ajplkcon-1	abmfgmnc-1
akakoboo-1	emjbndnc-1
akalokpm-1	abmflikk-1
ajplkhhb-1	abmfomfc-1
akammmea-1	abmgclog-1
ajpijffj-1	emjfhbcj-1
ajojghmp-1	emjighfp-1
ajlpcglh-1	odhpdknd-1
ajpfcjan-1	abmgoapn-1
ajpicnhn-1	emjdjndb-1
akalgfom-1	abmhibkh-1
akakopfh-1	emjidbph-1
ajohjcng-1	abmhkcmi-1
ajoggpjo-1	emjdhcjm-1
ajmjnokm-1	abmhodik-1
ckbfiohf-1	empbnhip-1
ajajchek-1	abmiijaj-1
ajajifog-1	abmiodmf-1
ajajiffh-1	emiffhfe-1
aioopkki-1	abmjepij-1
aiooblki-1	emkcmpei-1
ajadcaga-1	emibfcik-1
aipciadf-1	emihoneg-1
aiopgcdp-1	oeebddfp-1
ajpcllgp-1	abmkbeck-1
ajpjpmkp-1	abmkbohb-1
akaceile-1	emioodgb-1
ajmjdile-1	abmkfhgm-1
akadknoh-1	abmkficn-1
akadnial-1	emkagcmf-1
akadbjbh-1	emkadfom-1
akankbba-1	emgafgla-1
akamoddb-1	emjbcnof-1
ajpeijgl-1	emgcgbgg-1
ajpcjmnb-1	abmlolkl-1
ajpbmfbn-1	abmnjbdh-1
ajpegkaa-1	emgbnpee-1
ajmmobji-1	emhenbai-1
ajpefkgi-1	emgcmhhc-1
ajpbgaph-1	emhebgjd-1
akanmpem-1	emhappoh-1
ajpaamja-1	emhdggdl-1
ahhonebb-1	odjkiack-1
ahfaaoco-1	cmhebhak-1
ahffllbb-1	odjkanim-1
ahfmanho-1	cnldkhnb-1
ahfjjdmj-1	abndgfbo-1
adbdcaoc-1	cgnjeagc-1
ahiajhci-1	odjebpaf-1
ahhpcmgc-1	odjehjaf-1
clpbdeci-1	emcmojnc-1
cmajelfn-1	eldipjma-1
clphnjmd-1	acikkhon-1
clphdmkh-1	eleomcme-1
clpalica-1	emdccacd-1
cligehfl-1	embnakli-1
cllkgkll-1	emblkknj-1
cligffgp-1	eikicnmf-1
cmbcmehb-1	acimoaoj-1
cmbancli-1	elejpgkl-1
cmanfogc-1	eledejhp-1
cmboegnb-1	emblooif-1
cligklpm-1	emdcahpa-1
clljjpln-1	embnfacm-1
cmbohcfd-1	emaopaaf-1
clihbibi-1	emccfdam-1
clihchhe-1	embmpppa-1
clpmjcap-1	deojngai-1
cmojknbn-1	odijpokn-1
cmplpjme-1	acjbdedo-1
cmphkofe-1	ckphpaie-1
cieklddk-1	acjbimok-1
cmpnnfge-1	acjbinco-1
ciengnfa-1	acjbinog-1
cmpkdnao-1	acjdbdna-1
cmpkbidm-1	acjcfkkd-1
cmpjelam-1	acjciood-1
ciejhdom-1	ckpfdnaj-1
cmpnehpg-1	acjdkdmo-1
cipbffjp-1	acjdkege-1
cipbpkfj-1	acjebnel-1
cnjclmgf-1	acjedflh-1
cnljapkn-1	dekajgcf-1
cnlmmala-1	acjejdin-1
cnjeadba-1	dekejobf-1
cndfkpme-1	dghfkpoa-1
cnlbikef-1	acjgcbpg-1
cnlbjodb-1	dejpkopp-1
cnldicmp-1	odlnecnl-1
cnldnaaf-1	dgijmdch-1
cnlebpja-1	dejobamg-1
cjaknngk-1	clhimchf-1
cnldbneo-1	dekcbnan-1
cipcedga-1	acjieion-1
cmpdpjah-1	clhoahgd-1
cipdfmld-1	clhofefn-1
cmpajddj-1	acjjnfhk-1
cipccfod-1	acjkbmdo-1
cnbbghec-1	acjkbmom-1
cnbdifob-1	acjkcjdk-1
cncmhgfm-1	acjklpdn-1
cmpgmjhn-1	acjkmcmp-1
cnchjopl-1	acjkolpb-1
cmpiihai-1	acjldamd-1
cnckhpic-1	acjlmeon-1
clncldkh-1	acjlmgpm-1
clmonkpe-1	adbijhho-1
clnaabji-1	acjncccj-1
cnbmehgc-1	ackjhklp-1
cncjmbdl-1	acjnkfim-1
cnjindjk-1	demnenhf-1
cnipoldi-1	acjnpbpe-1
clmnindd-1	acjoblbd-1
cnjnikfc-1	acjoegkl-1
cnkjemci-1	dejjjiam-1
cndhdldn-1	acjogpol-1
cnkjecdl-1	acjopooa-1
cnkkncfi-1	dghjepmb-1
cnkddkla-1	ackaggeg-1
cnkmiklf-1	ackaidan-1
cnkchjfa-1	dejdilhn-1
cnkjhjga-1	ackaoppe-1
cnlajpfd-1	ackanhlm-1
cnlhbfjk-1	dejilopg-1
cnlhgbid-1	ackchohj-1
cnkigkjk-1	dejjamnd-1
cncjljol-1	ackdficm-1
cnjhalal-1	ackdfmln-1
cncjjlje-1	ackegafi-1
clpjmelf-1	elehfkam-1
clpienob-1	ackejiop-1
clphpbon-1	elehikmm-1
cnakcpne-1	ackfggnk-1
cnakldpm-1	ackfikhn-1
cnakfdoj-1	deimongm-1
cmalkkim-1	deohlpjo-1
cnabhhfe-1	ackkpfcm-1
cmbbgaeg-1	ackgohbd-1
clpjmloi-1	elehoeho-1
clphggdh-1	ackhilnj-1
clohpcjo-1	deomhjkf-1
clologef-1	ackhmkee-1
clohkmgb-1	eleeccmg-1
clmonhnh-1	ackibopb-1
cnbnjlpa-1	ackijlcm-1
clmppdec-1	ackjakpe-1
clokhemi-1	ackjnnhm-1
cnaojnfb-1	ackkehfa-1
cmalemeb-1	ackkepgg-1
cmakcbld-1	ackkllfg-1
cmalcfdp-1	acklafih-1
cmafakhp-1	acklaobd-1
cmadbpil-1	elekmiei-1
ciaafhag-1	ackmffee-1
cmadkieg-1	eleknmjo-1
cmaabljc-1	ckpbkogp-1
ciefpnib-1	ackncgeb-1
cmacadco-1	ackncgpf-1
clpomkog-1	elennifa-1
cmaapjmk-1	acknjnao-1
clponelj-1	elenfdlp-1
clponnke-1	acknlnck-1
clppbljn-1	ackocdkk-1
clobmimb-1	ackodbef-1
cmaplepp-1	ackojcif-1
clobfgnp-1	ackojfdg-1
cmaogjpj-1	ackolmhl-1
clobkkfp-1	ackonipj-1
cmbaeeof-1	ackpaang-1
cllldejb-1	ekjmcpha-1
clnpfbik-1	oedhkdgj-1
clnphagp-1	ekkcgjfm-1
clnplkkg-1	ekkdbckf-1
clnpgmcp-1	elegifoe-1
clnmonkj-1	ackpmkdm-1
cmbnklmd-1	emdcblfi-1
cmbnkhmb-1	emahmdae-1
cmbkomfe-1	aclahamh-1
cmbnphbg-1	embempbc-1
cmboffkd-1	embcmejj-1
cibenico-1	eldfebjj-1
cmbdklnh-1	elepopcc-1
cmbflmae-1	acleoein-1
cmanddff-1	aclflbck-1
ciaapcpl-1	aclflbgn-1
cmanbljo-1	elffpnkn-1
cmallald-1	elfdlbin-1
cmaeochp-1	elemipnc-1
cmbdgghi-1	elfaijop-1
cmbggfbc-1	elddflic-1
cmbgealb-1	elfeoodn-1
cmbijcjd-1	elpinjon-1
cmbikici-1	aclhoede-1
cmbilima-1	aclifiea-1
cmblefii-1	embdchgb-1
cmbeghgg-1	elekdbee-1
cmbegkdc-1	acljfbna-1
cmbljpek-1	acljieja-1
cmbncdll-1	elpmbicd-1
cmbmfodg-1	elpmalmg-1
cmbmaeoo-1	aclkefgk-1
cmbjdjae-1	embdjjep-1
cmbjaimb-1	embcoemh-1
colaldbl-1	acllcdcc-1
colbfmcd-1	acllcjmh-1
colabjle-1	acllefnk-1
cokdcgfp-1	acllffjb-1
cokobfin-1	dgjbifjm-1
cokkamdc-1	aclljbeb-1
copjmeeg-1	aclllepj-1
cophfmoj-1	acllpkbd-1
cokmhhmj-1	aclmchbb-1
cokmdgoo-1	aclmlopp-1
cokmdgko-1	aclmnhfe-1
coklapdl-1	aclmpgog-1
cpaiodem-1	aclnggok-1
cpajpgon-1	aclnidpj-1
coknbhhn-1	aclnifec-1
cnefbfpp-1	aclnkcla-1
cokjljfb-1	aclnpgme-1
cokkdomn-1	aclohige-1
cokolkon-1	aclpblge-1
copkacoj-1	aclpdkfo-1
cpanekbn-1	aclpdplk-1
cpalaoin-1	aclpginf-1
cpajfjdf-1	aclphpia-1
cpaiging-1	aclploma-1
comdmeof-1	aclpmihb-1
comabbbk-1	aclppjbf-1
comagoep-1	dgjnbpbm-1
copmkcil-1	acmanhgh-1
cpabhfhj-1	dikdmcie-1
conekbfa-1	acmbegji-1
confbacb-1	dikeeblp-1
cpaagdkf-1	dgjodgng-1
copokofk-1	acmcenfk-1
cpacgodo-1	acmcilbg-1
comdefca-1	acmcoiip-1
cpahikpo-1	acmdfpjj-1
cpahibfa-1	dgjolnll-1
cnenhhnk-1	acmdomin-1
cpahlmfj-1	acmeacjn-1
coigfjfj-1	acmebfpa-1
cohmeeoc-1	acmepnjh-1
cohmpddj-1	acmfaiek-1
coifikgd-1	acmgdlpd-1
cpbbndfg-1	acmfgdma-1
cpajhjfb-1	acmfgkia-1
cpahnalj-1	acmfjmpl-1
cohmejgf-1	acmfnkih-1
cohlcicf-1	acmfpdik-1
cpbeflie-1	acmgcnli-1
conmonfb-1	odnfdepm-1
coleicgi-1	dipinjlo-1
coleikdh-1	odnipmfi-1
copboeja-1	dheogldl-1
coonjjdp-1	dilokkbc-1
comemfed-1	acndmpao-1
cpafdgjn-1	acnelnjp-1
condafga-1	dikgiikg-1
copboomd-1	diljlffi-1
comjinfn-1	djdndkkn-1
connkeji-1	djdjegea-1
cominfni-1	acngfnnn-1
comidpnl-1	djdlclfb-1
compfoba-1	dhfckhon-1
comllili-1	diaplffe-1
cnoocddg-1	dhohfcjo-1
comlcbec-1	odnjbhie-1
colckkmo-1	djcdbapg-1
congkkdm-1	djaiggef-1
colpamnd-1	acoagabb-1
colmedog-1	dilbfbgm-1
colmiihp-1	acoancpf-1
colkjbid-1	acobdokg-1
colmafpd-1	acobeboc-1
conlhohb-1	djakeola-1
cndpcfgj-1	dgiedfjm-1
cndpdkin-1	dgipcgno-1
cndoandp-1	dgimbpao-1
cneadggi-1	dgiiogmd-1
cnkebohp-1	dgifkcob-1
cngalngk-1	dgifkigi-1
cndnmegf-1	acogmpna-1
cjamgghh-1	clfnnhip-1
cndkmipg-1	dgiomecc-1
cndlhifp-1	dgikkjfe-1
cnngfbmo-1	acohecki-1
cndmldip-1	acohemjd-1
coegooef-1	acohffnn-1
cnnlbbjh-1	acohfonp-1
cnnkcidl-1	acohpkdn-1
cnnmmfmn-1	acoiallc-1
cndnlgmp-1	dgiodhlf-1
cjajbcld-1	odilphgh-1
cinfcaeb-1	clceiegj-1
cndllago-1	dgimbnjj-1
cnnboiba-1	acokldcm-1
cinnopag-1	acokdoln-1
cinkkanl-1	acokgfng-1
cnnaidmn-1	acokldnm-1
cileneik-1	acokopkg-1
cinljgnn-1	acolnkho-1
cinjbmba-1	clejbcif-1
cnkgebep-1	dgicgehj-1
cndioloi-1	acomlfmf-1
cngaphdf-1	aconaiej-1
cndjkmjl-1	dgieofbc-1
cnmboafp-1	acppclhk-1
cndjphpc-1	dgielajh-1
cnflkfdf-1	dgigbalk-1
cndkdmbc-1	dgiapefh-1
cobmmjnj-1	acooalpb-1
cobhngdd-1	acoomokn-1
cobihdik-1	acopdlcl-1
cobiilob-1	acopemoe-1
cobhihje-1	acopfenf-1
cobecchn-1	acopjcek-1
cobddpbe-1	ckbceojf-1
cobcidnc-1	acopklnl-1
cobdiafn-1	acopmmbl-1
cnogcpnd-1	acpafohc-1
cnoggmcm-1	acpahlgj-1
cocnfccd-1	acpajkga-1
cnochlfc-1	acpbalmk-1
cnofcekm-1	dhedgkbg-1
cnnplgeh-1	acpblded-1
cnoemckj-1	acpbondh-1
cnoadpad-1	acpcepcn-1
cocmmlia-1	ckbblmkk-1
cnokecgi-1	acpfhplf-1
cnofipak-1	acpnhick-1
cnokiogd-1	odngkeej-1
cnoonaea-1	dhlijkek-1
cnooklch-1	dhogmllg-1
cnoonglo-1	dhoalhgi-1
cnoomlpm-1	dhgciakl-1
cnoobodc-1	dhliennc-1
cnooklmm-1	dhofemna-1
cnoodldi-1	dhgcpopk-1
cnofbcbp-1	dhecnlfc-1
cnofneak-1	acpoafpm-1
cnolfkgf-1	dheeogog-1
cnomeifl-1	acplnbjf-1
cnoemfcm-1	acpoadhb-1
cnofhdbp-1	diddlnpj-1
cnoffifm-1	acpoapmo-1
cnlpcgam-1	acpokmim-1
cnnlcced-1	acpoefel-1
coegkojc-1	adaabocl-1
coehohmg-1	acppnjmf-1
cohdekhp-1	adaaeopl-1
cnmaodja-1	adaafmpc-1
cogiofmf-1	adaagkbp-1
cnlpefck-1	adabdmel-1
cnlnofjo-1	adabimil-1
cnlnacke-1	dgibiooe-1
cnmfblej-1	adabljkd-1
cnlpdifa-1	adacfgmd-1
cnlnaepf-1	dghjhdcm-1
cnlncbco-1	adackbnc-1
cimcmjlb-1	adackihh-1
codljpjm-1	adacolmb-1
coelnhff-1	adadeeeh-1
codamogg-1	adadiljl-1
coebdmbn-1	adadkcga-1
codfjibg-1	adadpmgl-1
cocgfmpg-1	adaecnga-1
cobngcmc-1	cldbmmio-1
cochfdoc-1	adaehgnp-1
ciilemlf-1	adaehhdj-1
cobmpecm-1	adafflgm-1
cihnkjhk-1	adafhhmi-1
coeacemo-1	adafklnl-1
cohfneeg-1	dhgegeph-1
cogcibpc-1	adahacha-1
cogkniek-1	adahamdi-1
cogkkfhp-1	adahcljg-1
cogcnnpd-1	adahheac-1
cofmimne-1	dhgnangi-1
cofnaknh-1	adahmggm-1
cnpmamlo-1	adahmjdi-1
coaikiig-1	adahnkfo-1
cnnonkcf-1	adaianaf-1
cnoghcic-1	adaibmlg-1
cogmjgpj-1	adaidfbi-1
coahnghk-1	adaiemmj-1
coagohbl-1	adainmgn-1
cociknmf-1	adajbmdc-1
coaneodd-1	adajbncc-1
cogpoeni-1	adajcgjo-1
coamffdd-1	adajddan-1
cogpfihm-1	adajjpkg-1
coaddfkh-1	dhgmkpba-1
coacfepi-1	adajmpoj-1
cofphmjf-1	adakaaok-1
coggodcb-1	dhgleajm-1
coaabjpn-1	adaklpmb-1
cnnjfdcp-1	adakpkpp-1
cnnjopjp-1	adakpakl-1
coffjolb-1	adalhebb-1
codahihc-1	adalihlb-1
coelflel-1	adalpdnj-1
cofcknca-1	adambmff-1
cnnifmmn-1	adamfdfb-1
coelpcjh-1	adamjpnf-1
cofgmidj-1	adamlcgm-1
clhcnnbf-1	ekmeeaog-1
clhcoeml-1	ekmelenn-1
clhdehie-1	ekmcbigj-1
clhbljmh-1	ekljjaem-1
clmfjbjc-1	ekjflhie-1
clhbmiap-1	ekmaeekh-1
cllldnen-1	ekjhddgl-1
clmbibnf-1	ekkakppc-1
clmbbfpf-1	ekjpnbpm-1
clmfijln-1	adapnkdc-1
cngjgpia-1	dglnbhpi-1
cnghnejk-1	adbcdonp-1
cngjieee-1	dglnagdg-1
cohjdgef-1	dglllhfa-1
cngjdchf-1	dglmccom-1
cnkcpibe-1	dglklioi-1
cnkdepad-1	adbdappj-1
cnfoinjp-1	adbdhhnd-1
cnkddefb-1	adbdcipl-1
clmpcbmo-1	adbdjbfo-1
cnbebhhm-1	adbdlpnm-1
clkldaga-1	adbdoljl-1
cncafjcn-1	adbedjia-1
cngiiipo-1	dglecfgf-1
cnglenff-1	adbegcdm-1
cngjmeok-1	adclecak-1
cngigfip-1	dgldmicd-1
cngdcjnh-1	denhebke-1
cngdbaco-1	adbfjcni-1
cnkbdpjh-1	dglfglfc-1
cngijahi-1	adbgbiac-1
clmngmbe-1	adbgbimf-1
clmcenja-1	ekkjggfc-1
clgpdalc-1	ekkjkmko-1
clgoklcg-1	eklghdke-1
clocmkhb-1	adbjenln-1
cnccnnld-1	demilnbl-1
cncaeacf-1	adbkiafo-1
clkngcfc-1	adbkobod-1
clghiopj-1	eklegnba-1
clhapmhb-1	aiifiaka-1
dcaaamed-1	ekofbmdb-1
clhabien-1	ekoncjad-1
clgnfjdm-1	ekpmembe-1
clhalgbn-1	ekonlgfi-1
cpcdmhia-1	adbomdfj-1
cpcaomdf-1	adbodoeh-1
cpdgndnd-1	adbofbnj-1
cpcbeibm-1	odnhndbf-1
cpcnfdfm-1	adbpfgpi-1
cpcfpfic-1	djdaohhf-1
cpclfnom-1	adbpmoff-1
colghbod-1	adbpnfid-1
cpcnnkdp-1	dilbagcl-1
cpcmmafi-1	dikmcepa-1
copknbfp-1	dikaloac-1
copleggj-1	adcaheaj-1
copkngeo-1	adcajbea-1
hcjkceif-1	odnjichg-1
cpcepppo-1	djdfcghg-1
cpcefdig-1	odnjidpl-1
hcjjobib-1	djcngoao-1
hcjjdefd-1	dgglnokm-1
cpcjjaak-1	djdcpolk-1
hcjjdooh-1	dggmeeoi-1
cpcjfmem-1	aeokdhfc-1
cpbpnhfj-1	adchgafc-1
cpboolnh-1	adchjgmp-1
cpcadfpd-1	dgkiagka-1
cpbpdgmg-1	adchmlje-1
cpcogfap-1	dijlbngj-1
cpdabmmi-1	adcieloo-1
cpcpdlih-1	adciihbo-1
cpcoaomb-1	adcikbde-1
cpbkijda-1	adcikekn-1
cpblhdma-1	adcjaifl-1
cpbmmaga-1	adcilpnn-1
