knljdkfl-1	UNASSIGNED
kbpfiiim-1	kklmkimg-1
kbopacco-1	kklnabhn-1
kbhhfbah-1	kkmnbald-1
kbhhbmln-1	kklnggcg-1
kbhhglip-1	ohceioob-1
kbbmmkih-1	kklnnfjn-1
kbbngldn-1	kklnpgdi-1
kbbkfhno-1	kklobglb-1
kbjbfgcd-1	kklodhge-1
kbjaikff-1	kklohdmi-1
kbbnfogd-1	kklpbiff-1
kbbjkfog-1	kklpellp-1
kbjabpab-1	kklpkehm-1
kbippohi-1	kkmhkdge-1
kbcdejbn-1	kkmaegih-1
kbjbpnfe-1	kkmalkfj-1
kbbpepcg-1	kkmalool-1
kbchphhb-1	kkmamcoj-1
kbcibgld-1	kkmappak-1
kbcgodlg-1	kkmbclge-1
kbbpimac-1	kkmbempf-1
kbcckndi-1	kkmbgalc-1
kbcglbpb-1	kkmblfmh-1
kbccjdhp-1	kkmcbbda-1
kbcgoeie-1	kkmcdeme-1
kbchiggk-1	kkmcmlmh-1
kbbjelja-1	kkmchnbi-1
kbihccoc-1	kkmjlnjn-1
kbieakle-1	kkmcpocg-1
kbilaapg-1	kkmdlhih-1
kbhilohk-1	ohcfckem-1
kbilecei-1	kkmeipko-1
kbikhmjk-1	kkmgmgpg-1
kbifampc-1	kkmfeakp-1
kbhecebc-1	kkmfkhaf-1
kbhdhlcb-1	llkaokdo-1
kbhdkmff-1	kkmfpfaj-1
kbikdbcf-1	kkmgfacf-1
kbhjclih-1	kkmingpp-1
kbiggfnd-1	kkmkmoji-1
kbiijece-1	kkmjacob-1
kbicfiln-1	kkmjckmd-1
kbigakip-1	kkmjmjpj-1
kbiglobj-1	kkmjnlfn-1
kbhlgbia-1	kkmjoipk-1
kbigamjn-1	kkmkaeok-1
kbhlgbjg-1	kkmkfehe-1
kbigfefm-1	kkmkgalh-1
kbcihijb-1	kkmkpidn-1
kbcijohe-1	kkmlenen-1
kbcolfgp-1	kkmmkfde-1
kbclaido-1	kknfghen-1
kbcjpedh-1	kkmmkebg-1
kbhfijnp-1	kkmnndee-1
kbcoohal-1	kkmpflgd-1
kbbmkgnn-1	kkncnkdc-1
kbbkmfnd-1	kkmooela-1
kbdahfda-1	kkndlamk-1
kbdaejon-1	kkmpcbjc-1
kbiimpep-1	kknbcenc-1
kbhbjbcb-1	kknbhfio-1
kbiljcbo-1	kknbkhcg-1
kbijfban-1	kkncocji-1
kbdaemdf-1	kkndckkk-1
kbcldgai-1	kknfejjf-1
kbcgabdi-1	lmapkklp-1
kbcfmeen-1	kknfjigo-1
kbcplmom-1	kknjiecm-1
kbcfdifh-1	kknfofpj-1
kbcpcaib-1	kkngkdag-1
kbcpcpab-1	kkngkeeo-1
kbcpfinb-1	kkngkfba-1
kbcfpnmc-1	kknhkdec-1
kbbjeeib-1	lmalfekn-1
kbckdmfa-1	kknipjlg-1
kbcmlhoj-1	lmapjeof-1
khjmgkkp-1	kknjokbd-1
kehmmifh-1	kknkijec-1
hgnljbdb-1	kknkjdfh-1
kelemcgg-1	kknkkoec-1
hjiofmkl-1	kknlajem-1
hjiollac-1	kpppepof-1
keekmleg-1	kknmdica-1
hjjoeokj-1	kknleoek-1
keldhjco-1	kkoaacie-1
kejbcoco-1	kojifgnc-1
hgoenomf-1	kknnkjme-1
kgedpoka-1	kknofdmj-1
kgeeklam-1	kknpghoo-1
kelepcig-1	kppnjlgm-1
kelfpkkn-1	kohpopae-1
kelgfppa-1	kkobdflb-1
kgeaggib-1	kkobondi-1
hhafalpb-1	kkoclinn-1
kgdhohij-1	kkoefkkl-1
kgdhpmbd-1	kkofbacp-1
kgdhefpp-1	koholfbn-1
kgedolfa-1	kkofpfcd-1
kgebieni-1	kkogemlf-1
kgeaipch-1	kkognaba-1
kgeakoao-1	kkohjlma-1
kgdpgacb-1	kkoiadjh-1
kgehhedg-1	kkoikhbo-1
kgeaccpp-1	kkoincli-1
kgfhcecb-1	kmeahdfk-1
kgkbhcpe-1	kkokeble-1
kgfndlmp-1	kkokniio-1
kgfocbjb-1	kkomdmnj-1
kgkcfklg-1	ohcfojpp-1
kgkdgkml-1	klbakeag-1
kggkhocd-1	kkonicle-1
kggkhipa-1	kkonijmf-1
kgdlnigc-1	klhfcbmg-1
kgfplcdn-1	kkoogico-1
kgggdmjf-1	kkoomcmc-1
kggjffji-1	kkopango-1
kghncdie-1	kkopeodk-1
kghiiggh-1	kkopjjip-1
kgighhie-1	kkoplokd-1
kggflhno-1	kkpaajef-1
kghhpgeo-1	kkpabjkh-1
kghihlmk-1	kkpagcap-1
kgifekik-1	klaioogf-1
kghgndee-1	kkpbhjae-1
kghbhgfm-1	klchimgp-1
kggfkdda-1	kkpchnoj-1
kgifckka-1	kkpebeam-1
kghpmbop-1	kkpelgga-1
keehofom-1	ladmilmh-1
keegddag-1	lacomglj-1
kelibegi-1	kkpgenin-1
kehfiffp-1	koipojgj-1
keldgcmj-1	ladcemcf-1
kehblckl-1	kojbgagn-1
keldhepc-1	kojcpiin-1
kehbpcmi-1	kojbnhpb-1
kehbnndh-1	kkphoebk-1
kehbnnbm-1	kldmfmif-1
kehfgggd-1	kkpicjhd-1
kehapdpm-1	kkpijpjl-1
kehakdfl-1	kojcdcgj-1
kejcomao-1	kkpjkiij-1
kejckgdk-1	kkpkflie-1
kgfacbnm-1	kkpmlnmg-1
kgeibhnj-1	kkpogbgo-1
kgejdice-1	kkpohifn-1
kgemliei-1	kkpoofbl-1
kgeolpke-1	kkpphcmh-1
kgepnmoc-1	kkppklkb-1
kghnjlfe-1	kkppooec-1
kbpcfjln-1	kmedpnmf-1
kckiodcj-1	klaajmlc-1
kgieipff-1	klaalbjd-1
kgholnoo-1	klacajae-1
kghnmdlf-1	klacbamp-1
kgihnhmd-1	klachgah-1
kagdhfpp-1	klaciadn-1
kagaelej-1	kmefbdhh-1
kagebdok-1	klacinka-1
kagbkfmb-1	klacjhni-1
kagbnfgf-1	klacmpjc-1
kagcmmgk-1	kladcjlk-1
kagbbjdp-1	kladgmdd-1
kbhcejdl-1	llldbddo-1
kbkgiafl-1	kladplbd-1
kghmmkil-1	klagpene-1
kghlfbec-1	klahjaml-1
kghlnhnn-1	klbiddee-1
kghlpoic-1	klahiidi-1
kgidlcch-1	klahkfaj-1
kghjihbh-1	klaiakli-1
kghkmmkj-1	klaigcho-1
kgifelin-1	klailpoj-1
kgieofgn-1	klaimebb-1
kgifcibh-1	klaioipn-1
kgigjmgo-1	klajgkec-1
kgidighg-1	klalpagm-1
kgiehoja-1	klalpokg-1
kghjhljb-1	klangeda-1
kgidppmk-1	klamjdil-1
kgiahhhl-1	klamleep-1
kghppnmn-1	klammlie-1
kgibhiil-1	klancmcj-1
kgflgobf-1	ohcgohba-1
kgfkhkoa-1	klapfmja-1
kghabjoc-1	klbgmakp-1
kgfjpepb-1	klbannbe-1
kgfkkgka-1	klbbaeac-1
kggmgmde-1	klbbafhm-1
kggnihog-1	klbbaldh-1
kghhalda-1	klbdgmof-1
kghhkfdi-1	klbdjjme-1
kghcfofn-1	klchjkpf-1
kgfembka-1	klbofoeo-1
kgfekbld-1	klbedhbp-1
kgffdgie-1	klbfiomk-1
kggfepbp-1	klbfipcf-1
kggfgdhd-1	klbfmoah-1
kghakiia-1	klbjdaed-1
kghhkgbh-1	klbjbkgn-1
kgdmajpn-1	klbjniaf-1
kgcmfgdn-1	klcgagif-1
kgcnkgdf-1	klbnlang-1
kgcmpokh-1	klbnncal-1
kgcmfbdc-1	klbocbji-1
kgclnhkf-1	klboookb-1
kggkdaaf-1	klbphaba-1
kggknoel-1	klbpodcl-1
kggkdgcl-1	klcacbmh-1
kggofnoh-1	klccbdaa-1
kggjnaeh-1	klcbiieg-1
kggnbnbg-1	klccmbak-1
kggjhkmk-1	klcchobp-1
kggjjmii-1	klcdjgdj-1
kggebgfo-1	klcebjfe-1
kggcpaej-1	klcgjmif-1
kgcmdkio-1	klcgcebb-1
kggcfbga-1	klcgejan-1
kghheeac-1	klcgghfk-1
kghffoin-1	klcgknii-1
kghhjpeg-1	klcgmcao-1
kghcppde-1	klchlonk-1
kghbeamb-1	klchbcpb-1
keickgfj-1	klcmmabl-1
kemdhclk-1	klcijplh-1
kemalghm-1	klcjbjgf-1
kelofngb-1	klcjlaje-1
kemaliil-1	klckcgil-1
kelonfog-1	klckckbd-1
keibaipg-1	klckogdn-1
kelpdjpf-1	klckopmh-1
keiclokm-1	klclokej-1
kembggci-1	klcmbolg-1
kelofkji-1	klcmeaal-1
kemhmddb-1	klcmjpgl-1
kemffbcc-1	klcmldik-1
keiclnei-1	kleokfcb-1
keidclkh-1	kldongjn-1
keicggih-1	kleoaebo-1
kelhllpe-1	kldefbil-1
keidlddg-1	klcoeefh-1
keifdopp-1	klcoenie-1
keidnbne-1	kleanpjd-1
keifhnpg-1	klcpaomf-1
kehcekbb-1	klcpbdkj-1
kehgggoh-1	kldkafcn-1
kelgmnoh-1	klcpdkej-1
kehgbpld-1	klcpdloa-1
kekohkld-1	klcpjama-1
kelpiick-1	ohcicmpo-1
kelppppa-1	kldaefkj-1
kelopkoj-1	kldajnio-1
keknebjj-1	kldbhhec-1
kelgmeif-1	koippgfd-1
kelgkpaa-1	kldbcbne-1
kekpelpp-1	kldbpcka-1
kekmhagm-1	kldbnlhl-1
keklhhbj-1	kldbnool-1
kekpdoff-1	kldbodfk-1
kelmglok-1	kldcbbke-1
kelojlgk-1	kldddejk-1
keklfjdp-1	kldcodmb-1
kellpcgo-1	klddcche-1
kelokepg-1	klddjdln-1
kedfdejk-1	ladmeolh-1
kedefglh-1	ladodbeg-1
kellajkd-1	ladoakff-1
kellebjh-1	kldgabea-1
kelmojpc-1	kldegiah-1
kelknook-1	kldflbcc-1
kelmkmcf-1	kldgibpf-1
kelmcckj-1	kldgdoim-1
kelmflbp-1	kldgjmen-1
kehadekm-1	kldiddob-1
kehagogc-1	kldknfnp-1
kehabhjk-1	kldjbhci-1
kejfccfd-1	kldlnppo-1
kejfgkfn-1	klglbjbc-1
keiildaj-1	kldnjffp-1
keigahcg-1	kldnkdkb-1
keihcdag-1	kldnnhml-1
keihnkoh-1	kldnoedk-1
kehfncfd-1	kldobafi-1
keilekon-1	kldohlgf-1
keikmflg-1	kleoahhg-1
keimdhbc-1	kldonbml-1
keilpnbj-1	kldpbhde-1
keilgoip-1	klebgeim-1
keijacba-1	klebopal-1
keiboecn-1	klebkcme-1
keicdmpd-1	klecbglo-1
kdpnnakf-1	klegaiap-1
kdpnnnga-1	klefbpoa-1
kdpobemg-1	klefjmnp-1
kdpoolja-1	klegcclk-1
kegjpgig-1	klegaage-1
keailgog-1	klegcgkn-1
keaimgnn-1	klegelnj-1
keahbkej-1	klegigip-1
kegfiblo-1	klehbngb-1
keinhnho-1	kleieppk-1
kegfgfed-1	klggpffo-1
kdpofipd-1	kleibgei-1
keaiobgj-1	kleilkgf-1
keimlmjf-1	kleiloph-1
keadcade-1	klelhpbo-1
keackkbc-1	klejdhdk-1
keaicfhe-1	klekapmp-1
keahgadl-1	klekmamf-1
keadhcfl-1	klemkbea-1
keaekfij-1	klemokei-1
keiaaoke-1	klenkmgj-1
keiogoki-1	klfbpmdh-1
keagfakp-1	klfcbhpk-1
kehppojk-1	klfclenn-1
keaglefl-1	klfcmncn-1
keabenje-1	klfcojci-1
keaadenk-1	klfdlepe-1
kemgnknd-1	klfeflad-1
kemgpnji-1	klfenmgb-1
keljhmlm-1	klfeojkj-1
kemhfhil-1	klfkfkgd-1
keljnaci-1	lafbjbid-1
kelkmeml-1	klfhgjkh-1
kelmknmd-1	klfgooam-1
kemgjfio-1	klfhogjn-1
keljgiai-1	klfhffmd-1
kemfbjfp-1	klfimedh-1
keljlioc-1	klfkihpn-1
kelipolc-1	klfkkchb-1
kelkfpmf-1	klfldakl-1
kelkmbpn-1	klflgkbo-1
kedcbgdi-1	lafbjbfk-1
kelkbkpe-1	lafdddoh-1
keaajaef-1	klfmbfpp-1
kekiclfe-1	klfmdeea-1
keacmdhn-1	ohcpoibn-1
kekdddlj-1	klfncicf-1
kekicgfk-1	klfnfdap-1
kekihpji-1	klfnhomp-1
keadakgf-1	klfnjhco-1
kekkolne-1	klfohepc-1
kekklaeh-1	klfoignb-1
kekepodj-1	klfpdkgn-1
kekhkenm-1	klfphmcj-1
kekheehn-1	klfpmlck-1
kelipcph-1	klfplkng-1
kekfemgi-1	klfppidg-1
kekhmdmm-1	klgdkehi-1
kekfcofm-1	klgamefg-1
kekhepio-1	klgalkdp-1
kekankhl-1	kmaalfac-1
kekkpoan-1	kmabdcgf-1
kekbkbbg-1	klgbilmo-1
kekjhgfa-1	klgclphd-1
kekiihac-1	klgcpdkc-1
kekjgobb-1	klgdcano-1
kggneeek-1	klgfafln-1
kggbajdd-1	klgfaigp-1
kgfljhmd-1	klgfcahp-1
kggghkbb-1	klgfekgd-1
kgggfkei-1	klgficmn-1
kggaaabg-1	klgflmak-1
kgghmaie-1	klgfmnmh-1
kegcbfac-1	klggbnob-1
kegcogai-1	klggfhdp-1
kefmhkfj-1	klggldaf-1
kegghohp-1	klgopeaa-1
keiokmma-1	klgjmncp-1
kejhblko-1	ohcjlfep-1
kejfbbal-1	klgklnon-1
kejgjcaa-1	ohcjmpfc-1
kejljnga-1	klgoaokl-1
kegifedl-1	klgpgdbk-1
kegfddbh-1	klgplohe-1
kekadeof-1	klhangnh-1
kefmkhnp-1	klhbihpn-1
kgglgjgb-1	klheoadf-1
kggahlle-1	klhihpbh-1
kegmcdfp-1	klhglnao-1
keflejkj-1	klhheagi-1
kefpaeoc-1	klhhghml-1
kgfpaeop-1	klhhhkfd-1
kegbeakm-1	klhhlbji-1
kgfnodbl-1	klhichpb-1
kegbkjkf-1	klhicnhf-1
kegmlldo-1	klhilnac-1
kegdmcea-1	klhjkgkc-1
keghgilc-1	klhkbdbi-1
kegmdfmm-1	klhkoffh-1
keghchna-1	klhkphdj-1
kegdmefi-1	klhlhdeb-1
kegkogjm-1	klhlnllp-1
kegdogcp-1	klhlkeni-1
kcdljomf-1	klhmkdpn-1
kcfapojc-1	klhmjice-1
kceohdaa-1	klhmklnd-1
kcdnhofl-1	klhmlogm-1
kcdmllcm-1	klhmmkba-1
kcdhhmfd-1	klhmnjla-1
kcdhadgd-1	klhnafhb-1
kcdgpboj-1	klhnbbmb-1
kcdjajpc-1	klhnbpji-1
kcfoffjh-1	klhnfddj-1
kcdjafpp-1	klhnmgnp-1
kcediaml-1	klhnobab-1
kcedijck-1	klhnockn-1
kcedkddj-1	klhohhgb-1
kcecdolm-1	lmcgdldo-1
kceipaco-1	kliajmem-1
kcemdink-1	kliakdnf-1
kceeapja-1	klialhea-1
kcblhcid-1	kmgkppfp-1
kcbljejd-1	kmgckbmk-1
kcfjigmo-1	klicgleg-1
kcfjahei-1	klickofg-1
kcfkheol-1	klicohfa-1
kcblcaeb-1	kliddbdo-1
kcbmbnil-1	klidgepc-1
kcfmgdca-1	klidhnda-1
kcegpfhp-1	klidipld-1
kcekahij-1	klieejfa-1
kcfaemlb-1	klieoheo-1
kceplhjg-1	kliepflc-1
kceppogm-1	klifanoj-1
kcdfoaji-1	kliffaik-1
kcehgcno-1	kliffboc-1
kcfbiecf-1	kligbkpk-1
kcgbkoom-1	kligbmhb-1
kcfggkaf-1	kligfjdc-1
kgimjkfn-1	lkjpegmj-1
kgjioiof-1	klihelkl-1
kgiockac-1	klihioap-1
kgiojckf-1	klihkjjg-1
kgipdohk-1	kmdcpmji-1
kgkmjgkb-1	kliinogi-1
kgkmbopd-1	kliihiai-1
kgkmmimf-1	kmdhdegm-1
kgknnmhg-1	klijbcop-1
kgkmbmma-1	klijebkh-1
kgkpbdgj-1	klijgjmb-1
kgkpegom-1	klijjjei-1
kgklhobi-1	klijmbdm-1
kgkocnln-1	klikbofc-1
kgkkajbe-1	klikkipa-1
kgkkmagl-1	klikkloi-1
kgjielpl-1	klimhhel-1
kgkjlhdf-1	klimamfo-1
kgkkfofj-1	klimbpmg-1
kgjjlcmm-1	kliminfm-1
kgchinja-1	klioafmo-1
kgccpkjg-1	ohckjgen-1
kgcanlcd-1	kliogbdl-1
khimoaig-1	kliompkf-1
khinjpob-1	kliopaln-1
khingpmj-1	kliopnio-1
khimoagn-1	klipadik-1
khiijlhi-1	klipaeeh-1
khinleoe-1	klipcljl-1
khijhlbb-1	klipcoed-1
kgchmjgj-1	klipihne-1
kgckfoob-1	klipijhm-1
kflgdjkh-1	kliplbbn-1
kgcilllh-1	klipnejp-1
kgcicohm-1	klipoaed-1
kgcifhib-1	klippdja-1
kgcjebjm-1	klippibe-1
khikdalc-1	kljagkpb-1
khikkajk-1	kljaldbf-1
khikfggb-1	kljamaia-1
kgchfjfo-1	kljamjfg-1
khjafbnf-1	kljbfnil-1
kcfdbmhd-1	kljbkmim-1
kcfcngao-1	kljcebab-1
kcggapbc-1	kljchblc-1
kcggbfag-1	kljdkfjg-1
kcfggmhg-1	kljdfgdj-1
kcggaomd-1	kljdjeoa-1
kcghaloo-1	kljkdlkl-1
kflhjaig-1	kljdlmfm-1
khjbccla-1	kljdmmkm-1
kgiibojh-1	kljeambl-1
kflcmdpg-1	kljebpoj-1
kflcippk-1	kljeflig-1
kflhiahn-1	kljeildm-1
kgjgkbgp-1	kmdapakm-1
khkhhbjn-1	kljfakmh-1
khjjdoda-1	kljfamca-1
khjjkfkh-1	kljfbgcd-1
khimkpea-1	kljfbimb-1
khihpheo-1	kljfhjdl-1
khihfepd-1	kljgfbce-1
khjffgaf-1	kljgijba-1
khjcgmee-1	kljgmpnh-1
khjeaafk-1	kljgokej-1
khjffjog-1	kljhcjcb-1
khjehddf-1	kljhalpo-1
khkgmfcg-1	kljhpban-1
khjepbmj-1	kljidmkg-1
khjfdlan-1	kljigaja-1
kcgmkfld-1	kljkdpeh-1
kcglmbed-1	kljjfgdg-1
kcgfjnmb-1	kljjgmon-1
kcgdjefk-1	kljkgclj-1
kcfdiklf-1	kljkolab-1
khjdlfoi-1	kljkpdmm-1
khkfepce-1	kljlbbae-1
khjeabmo-1	kljlbihc-1
khkfocba-1	kljlkano-1
kcfhplga-1	kljlpoai-1
kdamgdnk-1	kljnkdoc-1
kdbejbkh-1	kljnbhnn-1
kdbcjpdp-1	kljnpclh-1
kdapndog-1	kljoomjn-1
kdbdggoh-1	kljofbao-1
kdbdkhmj-1	kljogplf-1
kddmoidp-1	kljpikef-1
kddmmkni-1	klkacfkg-1
kdmaoeko-1	klkccipd-1
kdfafeeo-1	klkaooag-1
kdfaafjc-1	klkbagca-1
kdenmpdo-1	klkbbcdm-1
kddmeofj-1	klkjamla-1
kddmgafc-1	klkdjben-1
keoehfjc-1	klkcfpko-1
keodmoaj-1	klljhjon-1
kdmbgmln-1	kllipeck-1
kdeahoig-1	klkdafed-1
kdecinam-1	klkdcbda-1
kdeanfla-1	klkdegah-1
kdlpfdha-1	klkdhjoc-1
kfhlnnjo-1	lhmjndca-1
kfhpeogb-1	klnodkka-1
kfibbjca-1	klkekjih-1
kfhmlonl-1	klkeofgb-1
kfhpdcpl-1	klkffnfd-1
kdchdlii-1	klkfjaam-1
kdceeljo-1	ohclcnnp-1
kddppngi-1	klkfminl-1
kddlmhlj-1	klkfobem-1
kdciglbj-1	klkgfiok-1
kdebldkc-1	klkggnao-1
kddpkcig-1	klkgkgjl-1
kddpjmko-1	klkgmmjo-1
kddlhano-1	klkichnc-1
kdecahhi-1	klkhhifo-1
kdeaopoi-1	klkhidop-1
kdeagfpp-1	klkhlikh-1
kddlopcc-1	klkidndb-1
kdekpomi-1	lbfeapke-1
kdelmdme-1	klkjfhhm-1
kdjedlkj-1	klkjlfif-1
kdjdlibh-1	klkjpibd-1
kdjadbpk-1	klkkandj-1
kdiikblg-1	klkkdhjg-1
kdjgelck-1	klkkfpaa-1
kdipjjol-1	klkklnbm-1
kdhopbgm-1	klkmclek-1
kdhoecjh-1	klkladcj-1
kdjbeneo-1	klklaika-1
kdhnmpca-1	klklbbdc-1
kdhomdho-1	klknkede-1
kdimabik-1	klklhokf-1
kdhnljml-1	klkliklp-1
kdihdabd-1	lafgghpp-1
kdhnpgbj-1	klkmbebl-1
kdbemfjl-1	klkmdpda-1
keocmagk-1	klkmlene-1
keocfgkc-1	klknblpg-1
kdiogpdk-1	klknddfe-1
kdippifa-1	klkngoio-1
kdipkmdj-1	klknldmh-1
kdipinec-1	klknocgh-1
kdeoeaof-1	klknlopm-1
kdepgiig-1	klkoebkf-1
keofebil-1	ohcmajeb-1
keodfkib-1	ohclopkd-1
kdebhbjf-1	klkpppob-1
kdmagohn-1	kllacblf-1
kdmafphp-1	klladhld-1
kdlooiif-1	kllalpog-1
kdmhadjk-1	kllbdejg-1
kdlofagl-1	kllkknkb-1
kdmgaoad-1	kllbfnog-1
kdmffijp-1	kllnoije-1
kdmallik-1	kllbpgnc-1
kdloemdp-1	kllcdahi-1
kdllpfpj-1	kllcimoa-1
kdnbncin-1	kllckaan-1
kdndaooe-1	kllcmdll-1
kdmpdhbk-1	klldcmph-1
kdnapfae-1	klldenbj-1
kdmpcmnm-1	klldlaen-1
kdedcedl-1	ohcmdkka-1
kdecphda-1	klleapgf-1
kdlhoaii-1	kllhdjaj-1
kdennljm-1	kllfmkkp-1
kdndimgj-1	klleoina-1
kdlnocae-1	kllfepkl-1
kdmgnbhk-1	kllghnio-1
kdlobknf-1	klljdgho-1
kdlmcggn-1	kllhcgnd-1
kdlklglg-1	kllijmof-1
kdmcflga-1	kllkccig-1
kdmbpjll-1	klljpebm-1
kdbefnhi-1	kllkojeb-1
kdbdpepd-1	klllmoip-1
kdkohhgn-1	klllkejh-1
kdaknlll-1	klllmnbd-1
kdkpemgj-1	kllohgdj-1
kdldkdoh-1	kllmoojm-1
kdkonfkp-1	klmaoffa-1
kdmfmkfh-1	klmbhdnd-1
kdknocag-1	ohcmgpeo-1
kdkmokfh-1	klmdagnm-1
kdkndjae-1	klmbjccc-1
kdknhmmk-1	lcfdbbba-1
kdlahlca-1	klmcmfdk-1
kdlcncab-1	lhmedgpa-1
kdldjcng-1	lhmdampk-1
kdlahmod-1	klmcojmk-1
kdkmkabn-1	klmdhifj-1
kenebbch-1	klmdjcgj-1
kddfjmbh-1	klmfjbii-1
kemlbppi-1	klmeehpp-1
kemjljdk-1	klmeempn-1
kendopal-1	klmegbon-1
kddgfpnl-1	klpdnlpg-1
kdcnkcad-1	klmjhfao-1
kdaoaeog-1	klmijpfc-1
kdaokngi-1	klmgojoi-1
kdalpjoo-1	klmnliah-1
kdaookpb-1	klmhmlfa-1
kdaoomii-1	klmifllb-1
kdapgkgm-1	klmjfanp-1
kdapafje-1	klmjfepn-1
kddgjhop-1	klmjknej-1
kdclkcnb-1	klpddhig-1
kdclmkfd-1	klpdhkbk-1
kddkjnnc-1	klmkobia-1
kddlebbd-1	klmlacbg-1
kdbblool-1	ohcobenh-1
kdbbihek-1	klmleahk-1
kdbbjcln-1	klmlglkg-1
kdbbfeck-1	klmpipnl-1
kdbblffe-1	klmmimoc-1
kddldheg-1	klmnpmmb-1
kdbamboh-1	klmmkdmk-1
kdamogmc-1	klmnnmlp-1
kdalmlam-1	klodmmfg-1
kddknboc-1	klmokfam-1
kddkidpd-1	klmpeplo-1
kdbbnojp-1	klmphkfa-1
kdbcekga-1	klmpkine-1
keofomle-1	klnaocok-1
keokljnf-1	klnbaamn-1
keolmmpk-1	klnbblno-1
keogcfka-1	klnbnbai-1
keobianb-1	klnblcdi-1
kenpdfdb-1	klncppbh-1
keobpdnm-1	kmbjhocm-1
kenmmpaf-1	klnclpce-1
kenokapo-1	klncjhkl-1
kennppan-1	klncmbhi-1
kdokkclc-1	klndafhf-1
kdojeljj-1	klndcnim-1
kdpmoklc-1	klndcohh-1
kdpmoicj-1	klndkblg-1
kdoemanp-1	klnebgbc-1
kdofgicl-1	klnecojp-1
kdppmahi-1	klnededn-1
kdoeodcd-1	klnehnbm-1
kdogallg-1	klnelmia-1
kdoeoadp-1	kmbccnnf-1
kdpakcdg-1	klnfbdpk-1
kdnfkami-1	klnfdfpj-1
kdobehho-1	klnfmjnk-1
kdofppla-1	klngaofk-1
kdnjgnhd-1	klngekgj-1
kdngejni-1	klnggdjp-1
kdnjnjnk-1	klngiafh-1
kdnjoecb-1	klngiehd-1
kdohibho-1	klngkpac-1
keoicmad-1	klnglbej-1
kdnfblbh-1	klnjelad-1
keoabcdk-1	klnkbmco-1
keoiejkb-1	klnhekoa-1
kdnenile-1	klniaocp-1
kdoebemi-1	klnibddc-1
kdngdpal-1	klnjboai-1
kdnelaag-1	klnjkfph-1
kdnglhke-1	klnjmfdo-1
keoamkmb-1	kmbjhnch-1
keokcdgl-1	klnkjhdi-1
keokahfo-1	klnkdapn-1
keolbhld-1	klnlhkol-1
keoldjhp-1	lhncebmg-1
kfhkoedh-1	lhmphgfb-1
kepheafj-1	klnnfdnf-1
kepopbif-1	klnnkcig-1
kficbcge-1	klnoodgl-1
kfibidcl-1	klnoiiic-1
kfhkkcgj-1	klnojbea-1
kepiafdn-1	klnpfhco-1
kepiolbc-1	klnpfkpn-1
keopcedg-1	klnpjokm-1
keopghig-1	klnpknna-1
kepafihi-1	klnpndma-1
kepnecma-1	kloaccnn-1
kdamknkg-1	kloaioll-1
kdamefae-1	kloakgaf-1
keplibih-1	kloapclf-1
kepkbcmm-1	kloamobj-1
kfiaohkn-1	ohcopbfp-1
kfiaimfj-1	klobfgbh-1
kepbfipc-1	klobgppm-1
kepmpppi-1	kloboobb-1
kepbmflk-1	klocbfbk-1
kepgeadk-1	kloccaal-1
kdamompj-1	kloceoha-1
kdandinb-1	klociogo-1
kepgilch-1	kloeicbe-1
kdamcgfc-1	kloeidjo-1
kfhpbofd-1	kloeogec-1
kepblfbo-1	klofibie-1
keopehdh-1	klofgfkj-1
keonjbdo-1	klofhagd-1
keohgeni-1	klofjhla-1
kepapenh-1	klofmefp-1
keojgodo-1	klofmlek-1
keogmcmc-1	klogfmdl-1
keoglbfo-1	kloggnke-1
keogojfm-1	klogjllf-1
kdocdggo-1	klogjpjn-1
kdoeebhl-1	klohionj-1
keonkdbi-1	klohjbfm-1
kdocbimp-1	klohjkpb-1
kdodpjka-1	klohkknj-1
kenakhjd-1	klohpile-1
kemkehbe-1	kloilcnb-1
kemmkehp-1	kloininn-1
kenccckd-1	kloipapd-1
kepdcdbl-1	klojjkfa-1
kdoaoejb-1	klojkkmc-1
kdoaamok-1	klojkphd-1
kdoahnec-1	klojofkp-1
kdobcpbd-1	klokkdlk-1
kdocldfa-1	klolcmmc-1
kdnnaljg-1	klolfcll-1
kdoebgbo-1	klolhhba-1
kdoeencd-1	klolkilp-1
kepfcfpc-1	klolmokd-1
kepehehh-1	klolofah-1
kdoedfnj-1	klombgcd-1
kdopbhmm-1	klpccbdl-1
kdopoefm-1	klomofen-1
kenmceia-1	klomgccj-1
kenknnhf-1	ohcpkcbb-1
kendkjbl-1	klophhgg-1
kemnahbb-1	klopimal-1
kdobjgja-1	klopmiip-1
kemmpmhj-1	klpanlcf-1
keneakig-1	klpaoadc-1
kemmlpdj-1	klpbaagi-1
kemlkebp-1	klpbmpma-1
kemlofbc-1	klpbnjco-1
kdnpbaek-1	klpbpaci-1
kdobkdbg-1	klpceoep-1
kemofgol-1	klpcgaip-1
kenfmpij-1	klpfjlij-1
kengehfi-1	klpcmgaa-1
kddgfdnj-1	klpdboba-1
kengfjeo-1	klpdcalm-1
kdchccob-1	klpdffab-1
kdchcbbi-1	ohcmpdbe-1
kddghpab-1	klpemimc-1
kenmcmap-1	klpfiegi-1
kenljejf-1	klpfngjn-1
kddgmkjn-1	ohcpniee-1
kengmlne-1	klpghndm-1
kddkbdhe-1	klpmbejn-1
kddkclie-1	klphehpk-1
